session,party,name,bioguide_id,oppose_any,support_any,local_topic,total_posts
115,Democratic Party,Sherrod Brown,B000944,0.22,0.04,0.31,675
115,Democratic Party,Maria Cantwell,C000127,0.43,0.07,0.28,274
115,Democratic Party,Benjamin L. 'Ben' Cardin,C000141,0.49,0.17,0.27,94
115,Democratic Party,Thomas Richard 'Tom' Carper,C000174,0.26,0.07,0.61,291
115,Democratic Party,Robert Patrick 'Bob' Casey Jr.,C001070,0.44,0.09,0.26,363
115,Republican Party,Bob Corker,C001071,0.03,0.21,0.52,432
115,Democratic Party,Dianne Feinstein,F000062,0.43,0.10,0.14,182
115,Republican Party,Orrin G. Hatch,H000338,0.08,0.16,0.42,243
115,Democratic Party,Amy Jean Klobuchar,K000367,0.15,0.03,0.44,384
115,Democratic Party,Claire McCaskill,M001170,0.18,0.11,0.45,240
115,Democratic Party,Robert 'Bob' Menendez,M000639,0.40,0.06,0.25,540
115,Democratic Party,Bill Nelson,N000032,0.24,0.04,0.32,226
115,Democratic Party,Bernard 'Bernie' Sanders,S000033,0.58,0.08,0.10,2618
115,Democratic Party,Debbie Ann Stabenow,S000770,0.28,0.05,0.56,591
115,Democratic Party,Jon Tester,T000464,0.12,0.02,0.48,859
115,Democratic Party,Sheldon Whitehouse,W000802,0.34,0.10,0.34,437
115,Republican Party,John A. Barrasso,B001261,0.17,0.22,0.47,203
115,Republican Party,Roger F. Wicker,W000437,0.12,0.32,0.19,576
115,Republican Party,Lamar Alexander,A000360,0.15,0.12,0.54,169
115,Republican Party,Susan M. Collins,C001035,0.00,0.03,0.65,370
115,Republican Party,John Cornyn,C001056,0.12,0.15,0.43,304
115,Democratic Party,Richard J. 'Dick' Durbin,D000563,0.55,0.12,0.17,711
115,Republican Party,Michael Bradley 'Mike' Enzi,E000285,0.10,0.14,0.41,247
115,Republican Party,Lindsey Olin Graham,G000359,0.14,0.34,0.36,314
115,Republican Party,James M. 'Jim' Inhofe,I000024,0.13,0.34,0.40,222
115,Republican Party,Mitch McConnell,M000355,0.19,0.20,0.28,763
115,Democratic Party,Jeff Merkley,M001176,0.52,0.09,0.19,932
115,Democratic Party,John Francis 'Jack' Reed,R000122,0.36,0.04,0.29,248
115,Republican Party,Patrick 'Pat' Roberts,R000307,0.04,0.08,0.62,381
115,Democratic Party,Jeanne Shaheen,S001181,0.40,0.08,0.36,492
115,Democratic Party,Tom S. Udall,U000039,0.51,0.11,0.38,397
115,Democratic Party,Mark Warner,W000805,0.28,0.08,0.23,120
115,Democratic Party,Kirsten E. Gillibrand,G000555,0.28,0.09,0.23,320
115,Democratic Party,Alan Stuart 'Al' Franken,F000457,0.52,0.13,0.28,371
115,Democratic Party,Christopher Andrew 'Chris' Coons,C001088,0.27,0.07,0.40,522
115,Democratic Party,Joe Manchin III,M001183,0.07,0.03,0.66,485
115,Republican Party,Robert B. Aderholt,A000055,0.02,0.12,0.54,91
115,Republican Party,Justin Amash,A000367,0.14,0.25,0.31,128
115,Democratic Party,Tammy Baldwin,B001230,0.34,0.05,0.32,711
115,Republican Party,Louis J. 'Lou' Barletta,B001269,0.09,0.25,0.41,558
115,Republican Party,Joe Linus Barton,B000213,0.12,0.22,0.43,283
115,Democratic Party,Karen Bass,B001270,0.43,0.08,0.15,493
115,Democratic Party,Michael F. Bennet,B001267,0.27,0.04,0.32,721
115,Republican Party,Gus M. Bilirakis,B001257,0.02,0.06,0.51,653
115,Republican Party,Rob Bishop,B001250,0.05,0.10,0.49,39
115,Democratic Party,Sanford D. Bishop Jr.,B000490,0.01,0.00,0.66,120
115,Republican Party,Diane Black,B001273,0.16,0.36,0.28,463
115,Republican Party,Marsha Wedgeworth Blackburn,B001243,0.07,0.24,0.27,783
115,Democratic Party,Earl Blumenauer,B000574,0.41,0.05,0.26,293
115,Democratic Party,Richard Blumenthal,B001277,0.31,0.06,0.24,478
115,Republican Party,Roy Blunt,B000575,0.14,0.19,0.37,265
115,Republican Party,John Nichols Boozman,B001236,0.07,0.11,0.63,396
115,Republican Party,Kevin P. Brady,B000755,0.11,0.26,0.42,1020
115,Democratic Party,Robert Alan 'Bob' Brady,B001227,0.40,0.10,0.25,20
115,Republican Party,Morris Jackson 'Mo' Brooks Jr.,B001274,0.10,0.31,0.56,466
115,Republican Party,Vern Buchanan,B001260,0.02,0.05,0.39,240
115,Republican Party,Larry Bucshon,B001275,0.16,0.22,0.47,443
115,Republican Party,Michael C. Burgess,B001248,0.06,0.11,0.44,191
115,Republican Party,Richard M. Burr,B001135,0.08,0.07,0.43,219
115,Democratic Party,George Kenneth 'G.K.' Butterfield Jr.,B001251,0.29,0.05,0.49,480
115,Republican Party,Ken S. Calvert,C000059,0.31,0.35,0.50,26
115,Republican Party,Shelley Moore Capito,C001047,0.03,0.09,0.53,572
115,Democratic Party,Michael E. Capuano,C001037,0.32,0.04,0.43,193
115,Democratic Party,Andre Carson,C001072,0.15,0.05,0.34,244
115,Republican Party,John R. Carter,C001051,0.03,0.13,0.66,1112
115,Republican Party,Bill Cassidy,C001075,0.13,0.14,0.54,506
115,Democratic Party,Kathy Castor,C001066,0.56,0.12,0.32,442
115,Republican Party,Steve J. Chabot,C000266,0.02,0.06,0.61,243
115,Republican Party,Jason Chaffetz,C001076,0.12,0.12,0.23,317
115,Democratic Party,Judy M. Chu,C001080,0.49,0.07,0.25,411
115,Democratic Party,David N. Cicilline,C001084,0.51,0.12,0.15,674
115,Democratic Party,Yvette D. Clarke,C001067,0.36,0.09,0.17,614
115,Democratic Party,William Lacy 'Lacy' Clay Jr.,C001049,0.44,0.04,0.20,181
115,Democratic Party,Emanuel Cleaver II,C001061,0.28,0.06,0.31,392
115,Democratic Party,James E. 'Jim' Clyburn,C000537,0.06,0.09,0.50,101
115,Republican Party,Mike Coffman,C001077,0.01,0.03,0.31,370
115,Democratic Party,Steve 'Steve' Cohen,C001068,0.47,0.15,0.25,441
115,Republican Party,Thomas Jeffery 'Tom' Cole,C001053,0.05,0.16,0.54,114
115,Republican Party,Kenneth Michael 'Mike' Conaway,C001062,0.03,0.08,0.63,227
115,Democratic Party,Gerald Edward 'Gerry' Connolly,C001078,0.38,0.08,0.23,297
115,Democratic Party,John James Conyers Jr.,C000714,0.37,0.14,0.15,337
115,Democratic Party,James Hayes Shofner 'Jim' Cooper,C000754,0.37,0.09,0.29,214
115,Democratic Party,Jim Costa,C001059,0.09,0.03,0.59,328
115,Democratic Party,Joe Courtney,C001069,0.29,0.08,0.58,298
115,Republican Party,Michael Dean 'Mike' Crapo,C000880,0.00,0.05,0.51,214
115,Republican Party,Eric A. 'Rick' Crawford,C001087,0.06,0.14,0.54,265
115,Democratic Party,Joseph 'Joe' Crowley,C001038,0.42,0.17,0.25,838
115,Democratic Party,Henry Cuellar,C001063,0.06,0.01,0.61,398
115,Republican Party,John Abney Culberson,C001048,0.02,0.07,0.58,289
115,Democratic Party,Elijah Eugene Cummings,C000984,0.42,0.10,0.21,434
115,Democratic Party,Susan A. Davis,D000598,0.34,0.07,0.27,388
115,Democratic Party,Peter Anthony DeFazio,D000191,0.47,0.09,0.29,154
115,Democratic Party,Diana Louise DeGette,D000197,0.42,0.12,0.30,382
115,Democratic Party,Rosa Luisa DeLauro,D000216,0.40,0.07,0.36,297
115,Republican Party,Jeff Denham,D000612,0.03,0.04,0.55,333
115,Republican Party,Charles W. 'Charlie' Dent,D000604,0.01,0.11,0.53,203
115,Republican Party,Scott DesJarlais,D000616,0.34,0.30,0.27,353
115,Democratic Party,Theodore E. 'Ted' Deutch,D000610,0.33,0.07,0.36,332
115,Republican Party,Mario Diaz-Balart,D000600,0.02,0.10,0.63,568
115,Democratic Party,Lloyd A. Doggett,D000399,0.54,0.07,0.38,1125
115,Democratic Party,Joe Donnelly,D000607,0.07,0.01,0.57,967
115,Democratic Party,Michael F. 'Mike' Doyle,D000482,0.50,0.07,0.18,103
115,Republican Party,Sean P. Duffy,D000614,0.09,0.14,0.46,589
115,Republican Party,Jeff Duncan,D000615,0.26,0.33,0.37,473
115,Republican Party,John James 'Jimmy' Duncan Jr.,D000533,0.03,0.03,0.69,39
115,Democratic Party,Keith Maurice Ellison,E000288,0.30,0.24,0.31,596
115,Democratic Party,Eliot L. Engel,E000179,0.55,0.13,0.09,179
115,Democratic Party,Anna Georges Eshoo,E000215,0.30,0.07,0.24,162
115,Republican Party,Blake Farenthold,F000460,0.03,0.10,0.57,801
115,Republican Party,Jeff Flake,F000444,0.04,0.08,0.33,271
115,Republican Party,Charles J. 'Chuck' Fleischmann,F000459,0.02,0.08,0.67,199
115,Republican Party,William H. 'Bill' Flores,F000461,0.09,0.15,0.47,1078
115,Republican Party,Jeff Lane Fortenberry,F000449,0.00,0.02,0.43,691
115,Republican Party,Virginia Ann Foxx,F000450,0.22,0.30,0.31,54
115,Republican Party,Trent Franks,F000448,0.11,0.15,0.29,133
115,Republican Party,Rodney P. Frelinghuysen,F000372,0.05,0.03,0.63,94
115,Democratic Party,Marcia L. Fudge,F000455,0.25,0.07,0.34,281
115,Democratic Party,John Raymond Garamendi,G000559,0.23,0.04,0.45,804
115,Republican Party,Cory Gardner,G000562,0.03,0.10,0.50,281
115,Republican Party,Bob Gibbs,G000563,0.07,0.12,0.62,301
115,Republican Party,Louie B. Gohmert Jr.,G000552,0.12,0.22,0.23,659
115,Republican Party,Robert William 'Bob' Goodlatte,G000289,0.06,0.11,0.56,358
115,Republican Party,Paul Anthony Gosar,G000565,0.14,0.19,0.35,807
115,Republican Party,Harold Watson 'Trey' Gowdy III,G000566,0.02,0.04,0.16,45
115,Republican Party,Kay Granger,G000377,0.03,0.03,0.47,150
115,Republican Party,Charles Ernest 'Chuck' Grassley,G000386,0.11,0.16,0.24,416
115,Republican Party,Sam B. Graves,G000546,0.09,0.22,0.52,126
115,Republican Party,Tom Graves,G000560,0.11,0.24,0.43,359
115,Democratic Party,Al Green,G000553,0.12,0.03,0.12,34
115,Democratic Party,Gene Eugene Green,G000410,0.33,0.05,0.40,295
115,Republican Party,Howard Morgan 'Morgan' Griffith,G000568,0.07,0.09,0.48,376
115,Democratic Party,Raul M. Grijalva,G000551,0.50,0.08,0.20,1036
115,Republican Party,Brett Guthrie,G000558,0.07,0.09,0.64,484
115,Democratic Party,Luis V. Gutierrez,G000535,0.28,0.13,0.29,555
115,Republican Party,Gregg Harper,H001045,0.01,0.08,0.65,79
115,Republican Party,Andy Harris,H001052,0.04,0.07,0.69,247
115,Republican Party,Vicky Hartzler,H001053,0.09,0.14,0.42,243
115,Democratic Party,Alcee L. Hastings,H000324,0.35,0.08,0.29,260
115,Democratic Party,Martin Heinrich,H001046,0.32,0.04,0.47,1026
115,Republican Party,Thomas 'Jeb' Hensarling,H001036,0.17,0.35,0.24,168
115,Republican Party,Jaime Lynn Herrera Beutler,H001056,0.03,0.05,0.60,355
115,Democratic Party,Brian Higgins,H001038,0.16,0.09,0.63,104
115,Democratic Party,James Andrew 'Jim' Himes,H001047,0.23,0.12,0.31,489
115,Democratic Party,Mazie K. Hirono,H001042,0.34,0.09,0.25,308
115,Republican Party,John Henry Hoeven III,H001061,0.01,0.00,0.77,387
115,Democratic Party,Steny H. Hoyer,H000874,0.51,0.21,0.16,1123
115,Republican Party,Bill Huizenga,H001058,0.09,0.27,0.55,512
115,Republican Party,Randy Hultgren,H001059,0.01,0.06,0.54,226
115,Republican Party,Duncan D. Hunter,H001048,0.03,0.12,0.45,160
115,Republican Party,Darrell E. Issa,I000056,0.15,0.11,0.45,522
115,Democratic Party,Sheila Jackson Lee,J000032,0.18,0.04,0.39,522
115,Republican Party,Lynn Jenkins,J000290,0.08,0.14,0.45,174
115,Republican Party,William Leslie 'Bill' Johnson,J000292,0.09,0.25,0.55,419
115,Democratic Party,Eddie Bernice Johnson,J000126,0.13,0.08,0.45,301
115,Democratic Party,Henry C. 'Hank' Johnson Jr.,J000288,0.18,0.06,0.38,691
115,Republican Party,Ron Johnson,J000293,0.10,0.10,0.53,221
115,Republican Party,Sam Robert Johnson,J000174,0.12,0.08,0.45,155
115,Republican Party,Walter B. Jones Jr.,J000255,0.04,0.12,0.49,277
115,Republican Party,James Daniel 'Jim' Jordan,J000289,0.31,0.36,0.17,114
115,Democratic Party,Marcy Kaptur,K000009,0.35,0.07,0.39,388
115,Democratic Party,William Richard 'Bill' Keating,K000375,0.24,0.02,0.39,202
115,Republican Party,Mike Kelly,K000376,0.14,0.27,0.36,227
115,Democratic Party,Ron James Kind,K000188,0.15,0.04,0.61,396
115,Republican Party,Peter T. 'Pete' King,K000210,0.13,0.23,0.68,319
115,Republican Party,Steve A. King,K000362,0.11,0.08,0.14,910
115,Republican Party,Adam Kinzinger,K000378,0.06,0.09,0.43,447
115,Republican Party,Raul R. Labrador,L000573,0.05,0.16,0.55,450
115,Republican Party,Doug Lamborn,L000564,0.09,0.18,0.43,639
115,Republican Party,Leonard J. Lance,L000567,0.03,0.14,0.49,270
115,Democratic Party,James R. 'Jim' Langevin,L000559,0.16,0.05,0.44,443
115,Republican Party,James Lankford,L000575,0.10,0.08,0.34,384
115,Democratic Party,Rick Larsen,L000560,0.33,0.08,0.43,433
115,Democratic Party,John Barry Larson,L000557,0.31,0.02,0.42,535
115,Republican Party,Robert E. 'Bob' Latta,L000566,0.05,0.09,0.54,481
115,Democratic Party,Patrick Joseph Leahy,L000174,0.52,0.10,0.14,106
115,Democratic Party,Barbara Lee,L000551,0.49,0.10,0.17,748
115,Republican Party,Mike Lee,L000577,0.18,0.23,0.23,274
115,Democratic Party,Sander Martin 'Sandy' Levin,L000263,0.30,0.11,0.46,277
115,Democratic Party,John R. Lewis,L000287,0.22,0.02,0.27,45
115,Democratic Party,Daniel William 'Dan' Lipinski,L000563,0.20,0.02,0.50,251
115,Republican Party,Frank Alo LoBiondo,L000554,0.00,0.29,0.67,21
115,Democratic Party,David 'Dave' Loebsack,L000565,0.11,0.08,0.72,236
115,Democratic Party,Zoe Lofgren,L000397,0.59,0.17,0.19,140
115,Republican Party,Billy Long,L000576,0.09,0.31,0.31,35
115,Democratic Party,Nita M. Lowey,L000480,0.45,0.10,0.29,440
115,Republican Party,Frank Dean Lucas,L000491,0.10,0.19,0.59,79
115,Republican Party,Blaine Luetkemeyer,L000569,0.12,0.23,0.39,390
115,Democratic Party,Ben Ray Lujan,L000570,0.29,0.08,0.45,328
115,Democratic Party,Stephen F. Lynch,L000562,0.25,0.03,0.66,177
115,Democratic Party,Carolyn Bosher Maloney,M000087,0.25,0.10,0.32,333
115,Republican Party,Kenny Ewell Marchant,M001158,0.07,0.20,0.40,146
115,Republican Party,Tom Marino,M001179,0.12,0.28,0.34,98
115,Democratic Party,Edward John 'Ed' Markey,M000133,0.55,0.09,0.18,1337
115,Democratic Party,Doris O. Matsui,M001163,0.38,0.13,0.23,348
115,Republican Party,John S. McCain,M000303,0.06,0.11,0.27,431
115,Republican Party,Kevin McCarthy,M001165,0.15,0.22,0.33,354
115,Republican Party,Michael Thomas McCaul Sr.,M001157,0.07,0.19,0.31,688
115,Republican Party,Tom McClintock,M001177,0.20,0.13,0.67,30
115,Democratic Party,Betty Louise McCollum,M001143,0.62,0.15,0.31,1301
115,Democratic Party,James P. 'Jim' McGovern,M000312,0.29,0.11,0.52,570
115,Republican Party,Patrick T. McHenry,M001156,0.09,0.20,0.61,380
115,Republican Party,David B. McKinley,M001180,0.06,0.14,0.52,409
115,Republican Party,Cathy McMorris Rodgers,M001159,0.06,0.12,0.53,956
115,Democratic Party,Jerry McNerney,M001166,0.14,0.04,0.51,249
115,Republican Party,Patrick 'Pat' Meehan,M001181,0.03,0.04,0.53,270
115,Democratic Party,Gregory Weldon Meeks,M001137,0.35,0.07,0.22,515
115,Democratic Party,Gwen Moore,M001160,0.51,0.12,0.18,390
115,Republican Party,Jerry Moran,M000934,0.02,0.06,0.68,571
115,Republican Party,Lisa Ann Murkowski,M001153,0.01,0.04,0.68,646
115,Democratic Party,Christopher Scott 'Chris' Murphy,M001169,0.38,0.08,0.28,732
115,Republican Party,Timothy Francis 'Tim' Murphy,M001151,0.03,0.07,0.52,193
115,Democratic Party,Patty Murray,M001111,0.74,0.22,0.13,459
115,Democratic Party,Jerrold L. Nadler,N000002,0.54,0.04,0.08,1744
115,Democratic Party,Grace F. Napolitano,N000179,0.34,0.16,0.46,146
115,Democratic Party,Richard E. Neal,N000015,0.33,0.23,0.39,255
115,Republican Party,Kristi L. Noem,N000184,0.07,0.16,0.56,370
115,Republican Party,Devin G. Nunes,N000181,0.07,0.07,0.46,82
115,Republican Party,Pete Olson,O000168,0.11,0.19,0.45,318
115,Republican Party,Steven McCarty Palazzo,P000601,0.15,0.25,0.42,343
115,Democratic Party,Frank J. Pallone Jr.,P000034,0.33,0.16,0.36,762
115,Democratic Party,Bill J. Pascrell Jr.,P000096,0.46,0.10,0.24,554
115,Republican Party,Rand Paul,P000603,0.16,0.24,0.06,2421
115,Republican Party,Erik Paulsen,P000594,0.02,0.04,0.52,323
115,Republican Party,Stevan E. 'Steve' Pearce,P000588,0.03,0.08,0.62,829
115,Democratic Party,Nancy Pelosi,P000197,0.55,0.25,0.06,1155
115,Democratic Party,Ed Perlmutter,P000593,0.38,0.09,0.36,455
115,Democratic Party,Gary C. Peters,P000595,0.26,0.04,0.51,771
115,Democratic Party,Chellie Pingree,P000597,0.49,0.07,0.38,489
115,Republican Party,Ted Poe,P000592,0.03,0.04,0.57,380
115,Democratic Party,Jared Polis,P000598,0.23,0.06,0.47,790
115,Republican Party,Robert J. 'Rob' Portman,P000449,0.06,0.07,0.50,555
115,Republican Party,Bill Posey,P000599,0.03,0.00,0.29,31
115,Democratic Party,David Eugene Price,P000523,0.38,0.08,0.42,224
115,Democratic Party,Mike Quigley,Q000023,0.49,0.11,0.24,385
115,Republican Party,Tom W. Reed II,R000585,0.04,0.08,0.51,592
115,Republican Party,David G. 'Dave' Reichert,R000578,0.01,0.05,0.59,329
115,Republican Party,James B. 'Jim' Renacci,R000586,0.03,0.11,0.52,1137
115,Democratic Party,Cedric L. Richmond,R000588,0.19,0.01,0.32,104
115,Republican Party,Martha Roby,R000591,0.07,0.18,0.54,517
115,Republican Party,David P. 'Phil' Roe,R000582,0.13,0.27,0.37,328
115,Republican Party,Harold 'Hal' Rogers,R000395,0.02,0.04,0.62,330
115,Republican Party,Michael Dennis 'Mike' Rogers,R000575,0.10,0.58,0.23,40
115,Republican Party,Dana Tyrone Rohrabacher,R000409,0.01,0.01,0.80,302
115,Republican Party,Todd Rokita,R000592,0.15,0.38,0.57,690
115,Republican Party,Thomas J. 'Tom' Rooney,R000583,0.04,0.07,0.55,229
115,Republican Party,Ileana Ros-Lehtinen,R000435,0.01,0.02,0.30,3161
115,Republican Party,Peter J. Roskam,R000580,0.02,0.04,0.64,171
115,Republican Party,Dennis A. Ross,R000593,0.04,0.10,0.49,166
115,Democratic Party,Lucille Roybal-Allard,R000486,0.19,0.09,0.33,821
115,Republican Party,Edward R. 'Ed' Royce,R000487,0.01,0.06,0.47,424
115,Republican Party,Marco Antonio Rubio,R000595,0.03,0.10,0.26,490
115,Democratic Party,C. A. Dutch Ruppersberger,R000576,0.13,0.03,0.51,525
115,Democratic Party,Bobby L. Rush,R000515,0.19,0.09,0.24,161
115,Republican Party,Paul D. Ryan,R000570,0.14,0.18,0.17,908
115,Democratic Party,Tim J. Ryan,R000577,0.43,0.14,0.30,566
115,Democratic Party,John P. Sarbanes,S001168,0.28,0.08,0.43,465
115,Republican Party,Stephen Joseph 'Steve' Scalise,S001176,0.19,0.19,0.29,344
115,Democratic Party,Janice D. 'Jan' Schakowsky,S001145,0.42,0.13,0.26,706
115,Democratic Party,Adam B. Schiff,S001150,0.43,0.10,0.15,560
115,Democratic Party,Kurt Schrader,S001180,0.09,0.06,0.72,195
115,Democratic Party,Charles E. 'Chuck' Schumer,S000148,0.45,0.16,0.20,740
115,Republican Party,David Schweikert,S001183,0.03,0.03,0.20,1450
115,Republican Party,James 'Austin' Scott,S001189,0.04,0.12,0.63,186
115,Democratic Party,David Albert Scott,S001157,0.08,0.05,0.51,143
